"","prod_id","store_id","week","sales_qty","avg_unit_price"
"1",145519008,349,"45",8,0.7225
"2",145519008,335,"43",12,0.7225
"3",145519008,157,"43",4,0.7225
"4",145519008,157,"45",12,0.7225
"5",145519008,157,"51",8,0.7225
"6",145519008,344,"48",4,0.7225
"7",145519008,349,"42",8,0.7225
"8",145519008,343,"45",8,0.7225
"9",145519008,349,"47",8,0.7225
"10",145519008,349,"51",8,0.7225
"11",145519008,346,"51",8,0.7225
"12",145519008,346,"43",8,0.7225
"13",145519008,346,"44",12,0.36
"14",145519008,525,"45",4,0.7225
"15",145519008,342,"47",4,0.7225
"16",145519008,395,"45",4,0.7225
"17",145519008,349,"46",4,0.7225
"18",145519008,398,"43",4,0.7225
"19",145519008,347,"51",4,0.7225
"20",145519008,345,"48",4,0.7225
"21",145519008,335,"45",8,0.7225
"22",145519008,344,"45",4,0.7225
"23",145519008,157,"44",4,0.7225
"24",145519008,344,"47",8,0.7225
"25",145519008,588,"42",4,0.7225
"26",145519008,157,"47",8,0.7225
"27",145519008,349,"50",4,0.7225
"28",145519008,345,"51",4,0.7225
"29",145519008,343,"50",8,0.54125
"30",145519008,342,"45",12,0.7225
"31",145519008,344,"49",4,0.7225
"32",145519008,347,"46",4,0.7225
"33",145519008,157,"42",8,0.7225
"34",145519008,588,"43",8,0.7225
"35",145519008,588,"45",16,0.7225
"36",145519008,588,"48",4,0.7225
"37",145519008,347,"47",4,0.7225
"38",145519008,347,"43",4,0.7225
"39",145519008,344,"44",4,0.7225
"40",145519008,349,"49",4,0.7225
"41",145519008,157,"50",4,0.7225
"42",145519011,344,"44",8,0.7225
"43",145519011,395,"47",4,0.7225
"44",145519011,342,"42",8,0.7225
"45",145519011,157,"43",4,0.7225
"46",145519011,395,"49",4,0.7225
"47",145519011,347,"49",4,0.7225
"48",145519011,157,"51",8,0.7225
"49",145519011,349,"47",12,0.7225
"50",145519011,349,"50",4,0.7225
"51",145519011,345,"43",12,0.7225
"52",145519011,346,"51",4,0.7225
"53",145519011,525,"45",8,0.7225
"54",145519011,349,"43",12,0.7225
"55",145519011,346,"43",4,0.7225
"56",145519011,346,"44",8,0.36
"57",145519011,157,"45",8,0.7225
"58",145519011,342,"47",4,0.7225
"59",145519011,344,"43",4,0.7225
"60",145519011,345,"47",4,0.7225
"61",145519011,395,"43",4,0.7225
"62",145519011,398,"47",4,0.7225
"63",145519011,398,"48",4,0.7225
"64",145519011,398,"49",4,0.7225
"65",145519011,398,"51",4,0.7225
"66",145519011,345,"45",4,0.7225
"67",145519011,398,"43",4,0.7225
"68",145519011,525,"42",4,0.7225
"69",145519011,525,"49",4,0.7225
"70",145519011,335,"42",12,0.7225
"71",145519011,150,"51",4,0.7225
"72",145519011,344,"46",4,0.36
"73",145519011,344,"49",8,0.7225
"74",145519011,344,"51",4,0.7225
"75",145519011,343,"48",4,0.7225
"76",145519011,343,"45",4,0.7225
"77",145519011,342,"51",8,0.7225
"78",145519011,345,"51",4,0.7225
"79",145519011,346,"48",4,0.7225
"80",145519011,343,"50",8,0.54125
"81",145519011,588,"43",4,0.7225
"82",145519011,342,"43",4,0.7225
"83",145519011,347,"47",4,0.7225
"84",145519011,347,"43",8,0.7225
"85",145519011,525,"43",4,0.7225
"86",152576008,344,"33",16,0.6975
"87",152576008,395,"39",16,0.6975
"88",152576008,150,"29",8,0.6975
"89",152576008,588,"34",12,0.6975
"90",152576008,349,"37",12,0.6975
"91",152576008,342,"29",12,0.6975
"92",152576008,157,"40",4,0.6975
"93",152576008,398,"35",4,0.6975
"94",152576008,342,"31",12,0.6975
"95",152576008,342,"33",32,0.6975
"96",152576008,342,"34",20,0.6975
"97",152576008,342,"38",20,0.6975
"98",152576008,342,"39",28,0.6975
"99",152576008,342,"41",6,1.74375
"100",152576008,342,"43",24,0.6975
"101",152576008,342,"47",12,0.6975
"102",152576008,588,"37",8,0.6975
"103",152576008,344,"39",8,0.6975
"104",152576008,157,"31",12,0.6975
"105",152576008,349,"29",20,0.6975
"106",152576008,349,"30",4,0.6975
"107",152576008,344,"35",8,0.6975
"108",152576008,996,"43",4,0.6975
"109",152576008,996,"49",12,0.6975
"110",152576008,525,"30",4,0.6975
"111",152576008,525,"31",12,0.6975
"112",152576008,588,"32",8,0.6975
"113",152576008,525,"34",4,0.6975
"114",152576008,588,"29",4,0.6975
"115",152576008,588,"31",4,0.6975
"116",152576008,588,"33",4,0.6975
"117",152576008,588,"46",4,0.6975
"118",152576008,525,"33",4,0.6975
"119",152576008,342,"37",4,0.6975
"120",152576008,150,"42",4,0.6975
"121",152576008,150,"49",4,0.6975
"122",152576008,343,"45",12,0.6975
"123",152576008,349,"52",4,0.3475
"124",152576008,346,"37",12,0.6975
"125",152576008,343,"31",33,0.69753846154
"126",152576008,349,"43",12,0.6975
"127",152576008,349,"31",4,0.6975
"128",152576008,346,"45",12,0.6975
"129",152576008,525,"40",4,0.6975
"130",152576008,588,"41",12,0.6975
"131",152576008,588,"47",4,0.6975
"132",152576008,345,"35",20,0.6975
"133",152576008,344,"31",12,0.6975
"134",152576008,344,"34",8,0.6975
"135",152576008,344,"37",8,0.6975
"136",152576008,344,"41",8,0.6975
"137",152576008,344,"43",12,0.6975
"138",152576008,344,"46",12,0.3475
"139",152576008,150,"31",8,0.6975
"140",152576008,345,"43",16,0.6975
"141",152576008,349,"27",4,0.6975
"142",152576008,349,"39",4,0.6975
"143",152576008,343,"33",12,0.6975
"144",152576008,345,"29",4,0.6975
"145",152576008,345,"48",8,0.6975
"146",152576008,996,"42",4,0.6975
"147",152576008,996,"44",8,0.6975
"148",152576008,996,"51",4,0.6975
"149",152576008,345,"32",4,0.6975
"150",152576008,345,"34",4,0.6975
"151",152576008,345,"36",4,0.6975
"152",152576008,345,"37",16,0.6975
"153",152576008,345,"41",4,0.6975
"154",152576008,345,"42",4,0.6975
"155",152576008,345,"51",4,0.6975
"156",152576008,395,"49",4,0.6975
"157",152576008,343,"50",9,0.34775
"158",152576008,343,"51",16,0.6975
"159",152576008,346,"32",4,0.6975
"160",152576008,345,"31",8,0.6975
"161",152576008,335,"45",4,0.6975
"162",152576008,157,"46",4,0.6975
"163",152576008,349,"45",4,0.6975
"164",152576008,335,"30",4,0.6975
"165",152576008,335,"36",8,0.3475
"166",152576008,996,"39",12,0.6975
"167",152576008,335,"47",8,0.6975
"168",152576008,395,"40",1,0.7
"169",152576008,395,"45",4,0.6975
"170",152576008,395,"29",4,0.6975
"171",152576008,395,"36",4,0.6975
"172",152576008,395,"48",12,0.6975
"173",152576008,346,"43",4,0.6975
"174",152576008,345,"45",8,0.6975
"175",152576008,345,"49",4,0.6975
"176",152576008,398,"28",4,0.6975
"177",152576008,398,"37",8,0.6975
"178",152576008,398,"40",4,0.6975
"179",152576008,398,"43",4,0.6975
"180",152576008,398,"45",8,0.6975
"181",152576008,398,"48",4,0.6975
"182",152576008,398,"49",4,0.6975
"183",152576008,343,"29",20,0.6975
"184",152576008,347,"39",4,0.6975
"185",152576008,345,"40",4,0.6975
"186",152576008,157,"29",12,0.6975
"187",152576008,157,"41",8,0.6975
"188",152576008,157,"43",16,0.6975
"189",152576008,157,"45",8,0.6975
"190",152576008,157,"47",8,0.6975
"191",152576008,157,"49",12,0.6975
"192",152576008,157,"51",4,0.6975
"193",152576008,349,"35",8,0.6975
"194",152576008,349,"44",4,0.6975
"195",152576008,349,"47",12,0.6975
"196",152576008,343,"40",12,0.6975
"197",152576008,343,"43",12,0.6975
"198",152576008,343,"46",20,0.464166666666667
"199",152576008,157,"39",4,0.6975
"200",152576008,157,"33",4,0.6975
"201",152576008,335,"29",4,0.6975
"202",152576008,343,"41",13,1.395
"203",152576008,344,"45",8,0.6975
"204",152576008,349,"33",4,0.6975
"205",152576008,342,"49",16,0.6975
"206",152576008,346,"31",4,0.6975
"207",152576008,346,"33",4,0.6975
"208",152576008,346,"35",4,0.6975
"209",152576008,996,"33",8,0.6975
"210",152576008,996,"37",4,0.6975
"211",152576008,996,"41",8,0.6975
"212",152576008,343,"47",20,0.6975
"213",152576008,335,"35",8,0.6975
"214",152576008,343,"30",12,0.6975
"215",152576008,343,"34",8,0.6975
"216",152576008,343,"39",12,0.6975
"217",152576008,343,"48",4,0.6975
"218",152576008,343,"52",8,0.6975
"219",152576008,349,"42",4,0.6975
"220",152576008,344,"51",4,0.6975
"221",152576008,157,"37",8,0.6975
"222",152576008,150,"35",8,0.6975
"223",152576008,150,"38",4,0.6975
"224",152576008,150,"41",4,0.6975
"225",152576008,347,"34",8,0.6975
"226",152576008,347,"43",4,0.6975
"227",152576008,343,"35",4,0.6975
"228",152576008,335,"43",4,0.6975
"229",152576008,335,"33",4,0.6975
"230",152576008,347,"45",4,0.6975
"231",152576008,347,"51",4,0.6975
"232",152576008,349,"40",4,0.6975
"233",152576008,346,"41",4,0.6975
"234",152576008,343,"42",4,0.6975
"235",152576008,344,"40",4,0.6975
"236",152576008,347,"36",4,0.6975
"237",152576008,342,"32",4,0.6975
"238",152576008,346,"30",4,0.6975
"239",152576008,346,"39",4,0.6975
"240",152576008,525,"39",4,0.6975
"241",152576008,347,"30",12,0.6975
"242",152576008,347,"40",8,0.6975
"243",152576009,996,"37",8,0.6975
"244",152576009,996,"39",8,0.6975
"245",152576009,996,"43",8,0.6975
"246",152576009,996,"51",12,0.6975
"247",152576009,588,"39",8,0.6975
"248",152576009,157,"32",4,0.6975
"249",152576009,157,"40",4,0.6975
"250",152576009,342,"29",8,0.6975
"251",152576009,342,"33",12,0.6975
"252",152576009,349,"33",20,0.6975
"253",152576009,349,"36",4,0.6975
"254",152576009,157,"35",4,0.6975
"255",152576009,344,"39",12,0.6975
"256",152576009,996,"49",8,0.6975
"257",152576009,349,"27",8,0.6975
"258",152576009,349,"29",8,0.6975
"259",152576009,349,"30",4,0.6975
"260",152576009,349,"35",8,0.6975
"261",152576009,349,"37",4,0.6975
"262",152576009,349,"39",4,0.6975
"263",152576009,349,"43",4,0.6975
"264",152576009,349,"45",16,0.6975
"265",152576009,349,"47",12,0.6975
"266",152576009,347,"39",8,0.6975
"267",152576009,335,"29",8,0.6975
"268",152576009,335,"41",14,1.74375
"269",152576009,342,"40",4,0.6975
"270",152576009,345,"51",20,0.6975
"271",152576009,157,"38",4,0.6975
"272",152576009,343,"31",12,0.6975
"273",152576009,343,"27",8,0.6975
"274",152576009,343,"39",16,0.6975
"275",152576009,525,"46",4,0.6975
"276",152576009,525,"47",4,0.6975
