"","product_id","alpha"
"1",145519008,-3.79014390641421
"2",145519009,-0.917163146146596
"3",145519010,-0.387773755762741
"4",145519011,-1.88372299121362
"5",145519012,1.84677034598225
"6",148066012,0.9946035355051
"7",152576008,-1.84459214092639
"8",152576009,-1.89034738329942
"9",152576010,-1.08955623702345
"10",152576011,-1.02769292049843
"11",152748011,0.0207824572413448
"12",152748012,0.195638834100372
"13",152761004,-1.70447480198417
"14",152761005,-3.62986184766989
"15",152761006,-2.07479978541913
"16",152761007,-0.742072834603234
"17",152761009,-0.267441470019498
"18",152761010,-1.26367384202892
"19",152761012,-0.838433729800055
"20",153561012,-0.220295260751661
"21",153701005,-1.36173974013884
"22",153701006,-0.829060627239999
"23",153701007,-1.20342960741655
"24",153701008,-1.28551723181401
"25",153701009,-1.71768890252247
"26",153701010,-0.92440485640593
"27",153701011,-0.882664359655621
"28",153701012,-1.01035915304921
"29",153721011,-0.0429759205269403
"30",156282009,0.265987426693178
"31",156282010,-0.266262886608642
"32",156283011,-0.139747995418099
"33",156283012,0.10705963851628
"34",156284010,-0.0355027603954424
"35",156284011,0.294871794871795
"36",156284012,0.107720597167789
"37",156381010,-1.20643768859024
"38",156953010,0.0271621597914967
"39",156953011,0.0244441060622797
"40",156953012,-0.0924307075074953
"41",158284005,-0.948616957612345
"42",158284006,-1.6331071359785
"43",158284007,-1.07853020169053
"44",158284008,-1.33563750198566
"45",158284009,-1.48670850065806
"46",158284010,-1.17037589388311
"47",158284011,-1.05307282777061
"48",158284012,-1.9016763868048
"49",158831006,-2.10141094608678
"50",158831007,-1.46146446905618
"51",158831009,-1.75117949774886
"52",158831010,-4.19225010183854
"53",158831011,-0.0840252281747623
"54",162500009,-3.69811901670613
"55",162500010,-3.08629651473676
"56",162500011,-3.12127785436689
"57",162500012,-3.36640010938895
"58",162651011,-0.398359098647455
"59",162651012,0.134459287019913
"60",173660012,NA
"61",177330011,-1.15549648623822
"62",177330012,-1.65635310204079
"63",145519008,5.61083154377405
"64",145519009,4.48824731324693
"65",145519010,4.24073004173
"66",145519011,4.14329467558768
"67",145519012,3.62643253737389
"68",148066012,1.26572541875411
"69",152576008,6.59295413166438
"70",152576009,6.57734231868675
"71",152576010,4.23838409481611
"72",152576011,4.61903521122096
"73",152748011,1.20791870739483
"74",152748012,0.926473153627
"75",152761004,6.49012469321353
"76",152761005,6.05163988172528
"77",152761006,6.36821479639866
"78",152761007,4.23314953302695
"79",152761009,3.24134535807028
"80",152761010,4.12949825498051
"81",152761012,3.85041506983218
"82",153561012,1.57373662466837
"83",153701005,6.21094597732876
"84",153701006,3.40259344462973
"85",153701007,4.181347381736
"86",153701008,5.13319871512422
"87",153701009,6.28800520211074
"88",153701010,3.8832284550891
"89",153701011,3.73733095267132
"90",153701012,4.11890355782066
"91",153721011,1.22532339920095
"92",156282009,3.33874875731905
"93",156282010,5.54074780215835
"94",156283011,1.5415578465063
"95",156283012,0.820643617356256
"96",156284010,1.19457382732038
"97",156284011,0.531153846153846
"98",156284012,0.88597182740595
"99",156381010,4.54651710438251
"100",156953010,0.982926928252802
"101",156953011,1.01342553426806
"102",156953012,1.26740597401212
"103",158284005,4.01739539154187
"104",158284006,6.53797994492331
"105",158284007,4.54695651726782
"106",158284008,4.46237314275888
"107",158284009,5.78546199716442
"108",158284010,4.09832349336649
"109",158284011,4.35998232169839
"110",158284012,6.51862736065393
"111",158831006,6.04506103495043
"112",158831007,5.12424648619713
"113",158831009,5.05362335581161
"114",158831010,7.18758145745088
"115",158831011,4.23553881911005
"116",162500009,5.71648137623434
"117",162500010,4.9642109760513
"118",162500011,4.97944343626636
"119",162500012,5.41841573280646
"120",162651011,1.90722793488357
"121",162651012,0.824044512920755
"122",173660012,4.60759493670886
"123",177330011,5.1525655905516
"124",177330012,6.14427286983593
"125",177402006,0.655735272295595
"126",177402007,1.08
"127",177402008,2.43814179682721
"128",177402009,0.719281480322626
"129",177402010,0.340235130197332
"130",177402011,1.06715063520871
"131",178662011,4.39201098298841
"132",178662012,6.00073016785711
"133",178708011,7.20959388900565
"134",178708012,7.4704013635189
"135",178718007,11.2073369974069
"136",178718008,7.29175807214534
"137",178718009,7.03481343754811
"138",178718010,9.92040214770766
"139",178718012,7.74790489801663
"140",178720011,5.1959307198106
"141",178720012,6.1401388545333
"142",178722008,7.11003326000106
"143",178722009,7.5137480394865
"144",178722010,7.91661904308309
"145",178722011,7.7388315884067
"146",178722012,6.81302397179256
"147",178732004,4.16936136594092
"148",178732005,6.33279908281926
"149",178732006,9.45610782277871
"150",178732009,2.7505310762422
"151",178732011,4.2345248124258
"152",178732012,4.58296241255265
"153",178738006,6.3180830528922
"154",178738007,1.10226819323513
"155",178738008,2.5180335643009
"156",178738009,5.97779906659167
"157",178738010,9.15403386175171
"158",178738011,4.90375301842744
"159",178738012,6.04373611766265
"160",178743009,1.10596143025074
"161",178743012,0.956933406023541
"162",178744009,1.63745587172293
"163",178744011,0.870852866056661
"164",178744012,0.945417002779188
"165",180440005,0.792656001275194
"166",180440006,2.4143803864848
"167",180440007,1.07679792556479
"168",180440008,1.10341360479769
"169",180440009,0.87308383581984
"170",180440010,2.02602786139655
"171",180440011,0.998327905129649
"172",180440012,0.848986496641912
"173",180484011,1.17273049078705
"174",180484012,1.56638923169404
"175",180611007,1.08044226435105
"176",180611009,0.963177533808858
"177",180611010,1.22664669676869
"178",180611011,1.15370220824479
"179",180611012,1.00873005969072
"180",184126011,1.25308641254329
"181",184126012,1.57075795658317
"182",184808010,0.958289095302068
"183",184808011,0.878264618062892
"184",184808012,0.836673496297751
"185",197953011,4.54661318356968
"186",197953012,6.33037569140488
"187",197954011,-4.83514371981401
"188",197954012,3.99177306172976
"189",226905011,0.894672896826008
"190",226905012,0.885728213635722
"191",230909010,1.92195657364242
"192",230909011,1.32428694414558
"193",230909012,1.77831270016948
"194",231387002,1.08178252481758
"195",231387003,1.45144270565704
"196",231387004,0.916292113694344
"197",231387005,1.16832595540689
"198",231387006,1.25321604254779
"199",231387007,1.44335238908957
"200",231387008,1.73433594286814
"201",231387009,1.21879475802163
"202",231387011,1.04879456614476
"203",231387012,1.05567674807918
"204",233442011,0.98054034233524
"205",233442012,1.15699999868557
"206",233484011,1.46804713574482
"207",233484012,2.48401875418013
"208",233551007,0.706603655180139
"209",233551008,-1.41316803886733
"210",233551009,6.37750100748052
"211",233551010,6.95664988214415
"212",233551011,5.83426890333699
"213",233551012,-3.7752676768113
"214",234415006,0.0897560520151816
"215",234415007,1.37237292725822
"216",234415008,5.50885164312885
"217",234415009,6.6206290485366
"218",234415010,4.13435689533914
"219",234415011,5.23779591173087
"220",234415012,6.1113036606821
"221",234416005,4.17437270240719
"222",234416006,5.20263699188363
"223",234416007,4.90751800934672
"224",234416008,4.8637531679975
"225",234416009,3.33656787077099
"226",234416010,4.59510283071239
"227",234416011,5.71725241000149
"228",234416012,5.72183473764063
"229",234423008,5.1199582039962
"230",234423009,3.74979449450038
"231",234423010,3.77317522444825
"232",234423011,2.64536094593332
"233",234423012,6.91267438611729
"234",238633010,3.40723010763858
"235",238633011,2.74123761946158
"236",240250009,1.27375681170107
"237",240250010,1.04810645719424
"238",240250011,0.915735965256751
"239",240250012,0.822039022888636
"240",241119010,-0.211047975762021
"241",241119011,0.284484435838921
"242",241119012,2.56839250602878
"243",241120010,0.937799504711671
"244",241121012,5.84913906838808
"245",244315010,-2.12082447144228
"246",244315011,-10.3486634523425
"247",245329011,1.12134215211344
"248",245329012,0.866013338707595
"249",248622010,3.83959232477371
"250",248622011,4.310645473242
"251",248622012,7.35331435997844
"252",253135010,0.895143983984223
"253",253135011,1.1683695712885
"254",253135012,1.70724567880642
"255",253169011,0.95193778357787
"256",253169012,1.12978281310415
"257",253170010,1.67448598817035
"258",253170011,1.32223568108292
"259",253170012,1.01102865659234
"260",254057011,5.87801631973046
"261",254057012,7.17899260125795
"262",254067011,1.16541511282274
"263",254067012,1.32891245582
"264",254143008,0.906791895659271
"265",254143009,1.12701478266102
"266",254143010,1.74807453384548
"267",254143011,0.862811785944633
"268",254143012,0.967640737514405
"269",266012006,-0.939954740833312
"270",266012007,4.89020096059957
"271",266012008,4.42239741110107
"272",266012009,3.37506380910001
"273",266012011,2.69397888053401
"274",266417009,1.10559157187834
"275",266417011,1.19419618806903
"276",268607011,1.30647460348584
"277",269732002,5.8138869010766
"278",269732003,2.02996184360581
"279",269732004,5.98983751211763
"280",269732005,-0.851417957491464
"281",269732006,2.9767969689592
"282",269732007,2.55411719265676
